player_name,position,draft_year,pick,seasons_played,hit24,hit12,best_ppr,best_rank,first_3yr_ppg,career_ppg,nfl_seasons_in_data,first_3yr_seasons_in_data,first_3yr_games,career_games_in_data,first_3yr_complete,limited_sample,data_coverage
DeeJay Dallas,RB,2020,144,5,0,0,60.1,70.0,5.4399999999999995,4.051020408163264,6,3,30,49,True,False,full_coverage
Joe Reed,WR,2020,151,5,0,0,8.9,184.0,2.966666666666667,2.966666666666667,1,1,3,3,False,False,partial_first_3yr (1/3 seasons)
Tyler Johnson,WR,2020,161,5,0,0,72.0,101.0,4.516,4.793478260869565,5,2,25,46,False,False,partial_first_3yr (2/3 seasons)
Collin Johnson,WR,2020,165,5,0,0,59.2,107.0,4.747058823529412,4.22,4,2,17,20,False,False,partial_first_3yr (2/3 seasons)
Quintez Cephus,WR,2020,166,5,0,0,66.9,101.0,7.0470588235294125,7.0470588235294125,3,3,17,17,True,False,full_coverage
John Hightower,WR,2020,168,5,0,0,28.8,145.0,2.88,2.88,1,1,10,10,False,False,partial_first_3yr (1/3 seasons)
Isaiah Coulter,WR,2020,171,5,0,0,0.0,227.0,0.0,0.0,1,1,1,1,False,False,partial_first_3yr (1/3 seasons)
Jason Huntley,RB,2020,172,5,0,0,5.1,127.0,2.0,2.0,2,2,4,4,False,False,partial_first_3yr (2/3 seasons)
Darnell Mooney,WR,2020,173,5,1,0,219.7,23.0,10.756818181818181,9.299999999999997,6,3,44,89,True,False,full_coverage
K.J. Osborn,WR,2020,176,5,0,0,158.5,40.0,9.238235294117647,8.232727272727272,4,2,34,55,False,False,partial_first_3yr (2/3 seasons)
Ja'Marr Chase,WR,2021,5,4,1,1,403.0,1.0,17.99377777777778,19.593846153846155,5,3,45,78,True,False,full_coverage
Jaylen Waddle,WR,2021,6,4,1,1,259.2,8.0,15.01276595744681,13.448717948717949,5,3,47,78,True,False,full_coverage
DeVonta Smith,WR,2021,10,4,1,1,254.6,9.0,13.356,13.3625,5,3,50,80,True,False,full_coverage
Kadarius Toney,WR,2021,20,4,0,0,82.36,89.0,6.279354838709677,5.886666666666667,4,3,31,33,True,False,full_coverage
Najee Harris,RB,2021,24,4,1,1,300.7,3.0,14.110980392156861,13.18112676056338,5,3,51,71,True,False,full_coverage
Travis Etienne,RB,2021,25,4,1,1,282.4,3.0,14.279411764705882,13.175757575757576,4,2,34,66,False,False,partial_first_3yr (2/3 seasons)
Rashod Bateman,WR,2021,27,4,0,0,174.60000000000002,40.0,7.075757575757576,7.443548387096774,5,3,33,62,True,False,full_coverage
Elijah Moore,WR,2021,34,4,0,0,138.2,50.0,8.741463414634145,7.580597014925373,5,3,41,67,True,False,full_coverage
Javonte Williams,RB,2021,35,4,1,1,246.8,12.0,11.516216216216216,11.868571428571428,5,3,37,70,True,False,full_coverage
Rondale Moore,WR,2021,49,4,0,0,111.1,63.0,7.794871794871795,7.794871794871795,3,3,39,39,True,False,full_coverage
D'Wayne Eskridge,WR,2021,56,4,0,0,28.3,146.0,2.63125,2.6052631578947367,3,2,16,19,False,False,partial_first_3yr (2/3 seasons)
Tutu Atwell,WR,2021,57,4,0,0,112.4,62.0,6.753846153846154,6.238775510204081,4,2,26,49,False,False,partial_first_3yr (2/3 seasons)
Terrace Marshall Jr.,WR,2021,59,4,0,0,83.0,88.0,4.1125,4.1125,1,1,8,8,False,False,partial_first_3yr (1/3 seasons)
Josh Palmer,WR,2021,77,4,0,0,169.3,36.0,8.997560975609757,7.773529411764706,5,3,41,68,True,False,full_coverage
Dyami Brown,WR,2021,82,4,0,0,67.4,97.0,3.305517241379311,3.9083636363636365,5,3,29,55,True,False,full_coverage
Amari Rodgers,WR,2021,85,4,0,0,43.1,122.0,3.7642857142857147,3.7642857142857147,3,3,14,14,True,False,full_coverage
Trey Sermon,RB,2021,88,4,0,0,53.8,66.0,3.607142857142857,3.7250000000000005,4,3,14,28,True,False,full_coverage
Nico Collins,WR,2021,89,4,1,1,260.4,8.0,11.31025641025641,13.30151515151515,5,3,39,66,True,False,full_coverage
Anthony Schwartz,WR,2021,91,4,0,0,33.4,137.0,2.9000000000000004,2.9000000000000004,2,2,18,18,False,False,partial_first_3yr (2/3 seasons)
Michael Carter,RB,2021,107,4,0,0,154.4,29.0,7.5377777777777775,7.770491803278689,5,3,45,61,True,False,full_coverage
Dez Fitzpatrick,WR,2021,109,4,0,0,15.9,164.0,5.3,5.3,1,1,3,3,False,False,partial_first_3yr (1/3 seasons)
Amon-Ra St. Brown,WR,2021,112,4,1,1,330.9,3.0,17.204166666666666,17.87780487804878,5,3,48,82,True,False,full_coverage
Kene Nwangwu,RB,2021,119,4,0,0,23.0,102.0,2.983333333333333,3.113333333333333,5,3,12,15,True,False,full_coverage
Rhamondre Stevenson,RB,2021,120,4,1,1,249.1,7.0,12.43170731707317,12.377142857142859,5,3,41,70,True,False,full_coverage
Chuba Hubbard,RB,2021,126,4,1,0,241.6,14.0,9.106666666666667,10.383999999999999,5,3,45,75,True,False,full_coverage
Jaelon Darden,WR,2021,129,4,0,0,11.4,175.0,1.6199999999999999,1.6181818181818182,3,2,10,11,False,False,partial_first_3yr (2/3 seasons)
Tylan Wallace,WR,2021,131,4,0,0,36.3,123.0,1.7909090909090908,2.82,5,3,11,25,True,False,full_coverage
Jacob Harris,WR,2021,141,4,0,0,1.6,212.0,1.6,1.6,1,1,1,1,False,False,partial_first_3yr (1/3 seasons)
Kenneth Gainwell,RB,2021,150,4,1,0,223.3,16.0,6.299591836734694,7.2509756097560985,5,3,49,82,True,False,full_coverage
Ihmir Smith-Marsette,WR,2021,157,4,0,0,32.5,138.0,4.730769230769231,4.821428571428571,4,3,13,14,True,False,full_coverage
Simi Fehoko,WR,2021,179,4,0,0,16.6,148.0,4.433333333333334,3.7375000000000003,3,2,3,8,False,False,partial_first_3yr (2/3 seasons)
Cornell Powell,WR,2021,181,4,0,0,0.0,999.0,,,0,0,0,0,False,False,no_nfl_stats_found
Drake London,WR,2022,8,3,1,1,280.8,5.0,12.6756,13.478709677419355,4,3,50,62,True,False,full_coverage
Garrett Wilson,WR,2022,10,3,1,1,251.9,10.0,13.349019607843136,13.453448275862069,4,3,51,58,True,False,full_coverage
Chris Olave,WR,2022,11,3,1,1,270.0,6.0,12.97948717948718,14.112727272727273,4,3,39,55,True,False,full_coverage
Jameson Williams,WR,2022,12,3,1,1,219.1,12.0,9.32121212121212,10.533999999999999,4,3,33,50,True,False,full_coverage
Jahan Dotson,WR,2022,16,3,0,0,130.6,51.0,6.913953488372092,6.096491228070175,4,3,43,57,True,False,full_coverage
Treylon Burks,WR,2022,18,3,0,0,88.1,81.0,5.42,4.984848484848484,4,3,25,33,True,False,full_coverage
Christian Watson,WR,2022,34,3,0,0,164.10000000000002,41.0,10.01891891891892,10.704255319148936,4,3,37,47,True,False,full_coverage
Breece Hall,RB,2022,36,3,1,1,290.5,2.0,16.1625,15.25,4,3,40,56,True,False,full_coverage
Kenneth Walker III,RB,2022,41,3,1,0,202.5,18.0,13.293333333333333,12.228125,2,1,15,32,False,False,partial_first_3yr (1/3 seasons)
Wan'Dale Robinson,WR,2022,43,3,1,0,217.9,13.0,9.671052631578947,10.84074074074074,4,3,38,54,True,False,full_coverage
John Metchie,WR,2022,44,3,0,0,71.9,87.0,5.54,5.54,1,1,10,10,False,False,partial_first_3yr (1/3 seasons)
Tyquan Thornton,WR,2022,50,3,0,0,80.8,81.0,4.088,5.083333333333333,4,3,25,36,True,False,full_coverage
George Pickens,WR,2022,52,3,1,1,289.9,5.0,11.24375,12.763076923076923,4,3,48,65,True,False,full_coverage
Alec Pierce,WR,2022,53,3,0,0,183.3,27.0,7.53265306122449,8.631250000000001,4,3,49,64,True,False,full_coverage
Skyy Moore,WR,2022,54,3,0,0,53.7,107.0,3.555172413793103,3.1026315789473684,4,3,29,38,True,False,full_coverage
James Cook,RB,2022,63,3,1,1,308.2,6.0,12.348979591836732,13.837878787878788,4,3,49,66,True,False,full_coverage
Velus Jones Jr.,WR,2022,71,3,0,0,38.0,107.0,1.1099999999999999,1.3,2,1,10,11,False,False,partial_first_3yr (1/3 seasons)
Jalen Tolbert,WR,2022,88,3,0,0,152.0,45.0,6.75,6.053488372093024,4,3,32,43,True,False,full_coverage
Rachaad White,RB,2022,91,3,1,1,267.9,4.0,12.679166666666667,11.563076923076924,4,3,48,65,True,False,full_coverage
Tyrion Davis-Price,RB,2022,93,3,0,0,9.9,116.0,1.8142857142857143,1.8142857142857143,3,3,7,7,True,False,full_coverage
Brian Robinson Jr.,RB,2022,98,3,1,0,198.1,21.0,11.478048780487804,9.352631578947367,4,3,41,57,True,False,full_coverage
David Bell,WR,2022,99,3,0,0,48.7,113.0,4.158333333333333,4.158333333333333,3,3,24,24,True,False,full_coverage
Danny Gray,WR,2022,105,3,0,0,2.9,204.0,0.58,0.58,1,1,5,5,False,False,partial_first_3yr (1/3 seasons)
Dameon Pierce,RB,2022,107,3,0,0,166.4,27.0,8.360000000000001,7.794736842105264,4,3,35,38,True,False,full_coverage
Zamir White,RB,2022,122,3,0,0,73.9,56.0,3.44375,3.2378378378378376,4,3,32,37,True,False,full_coverage
Isaiah Spiller,RB,2022,123,3,0,0,19.0,91.0,1.957142857142857,1.957142857142857,2,2,14,14,False,False,partial_first_3yr (2/3 seasons)
Erik Ezukanma,WR,2022,125,3,0,0,2.2,196.0,0.875,0.875,3,3,4,4,True,False,full_coverage
Pierre Strong,RB,2022,127,3,0,0,42.8,72.0,3.757142857142857,3.757142857142857,3,3,28,28,True,False,full_coverage
Hassan Haskins,RB,2022,131,3,0,0,32.8,80.0,3.2666666666666666,2.991304347826087,3,2,18,23,False,False,partial_first_3yr (2/3 seasons)
Romeo Doubs,WR,2022,132,3,0,0,174.4,36.0,9.490697674418605,9.686440677966102,4,3,43,59,True,False,full_coverage
Calvin Austin III,WR,2022,138,3,0,0,120.8,68.0,3.7642857142857147,4.960714285714286,2,1,14,28,False,False,partial_first_3yr (1/3 seasons)
Khalil Shakir,WR,2022,148,3,0,0,182.5,36.0,8.041463414634146,8.680701754385964,4,3,41,57,True,False,full_coverage
Tyler Allgeier,RB,2022,151,3,0,0,159.4,29.0,8.064,7.853731343283583,4,3,50,67,True,False,full_coverage
Snoop Conner,RB,2022,154,3,0,0,10.2,113.0,2.04,2.04,1,1,5,5,False,False,partial_first_3yr (1/3 seasons)
Jerome Ford,RB,2022,156,3,1,0,213.2,16.0,10.557575757575757,8.521739130434783,4,3,33,46,True,False,full_coverage
Montrell Washington,WR,2022,162,3,0,0,7.2,180.0,0.8,0.8,1,1,9,9,False,False,partial_first_3yr (1/3 seasons)
Kyle Philips,WR,2022,163,3,0,0,33.1,136.0,4.075,4.075,2,2,12,12,False,False,partial_first_3yr (2/3 seasons)
Kyren Williams,RB,2022,164,3,1,1,272.1,7.0,15.488888888888889,15.564150943396228,4,3,36,53,True,False,full_coverage
Ty Chandler,RB,2022,169,3,0,0,101.0,48.0,5.4750000000000005,5.392307692307693,4,3,24,26,True,False,full_coverage
Bijan Robinson,RB,2023,8,2,1,1,374.8,2.0,18.87843137254902,18.87843137254902,3,3,51,51,True,False,full_coverage
Jahmyr Gibbs,RB,2023,12,2,1,1,368.6,2.0,19.706122448979592,19.706122448979592,3,3,49,49,True,False,full_coverage
Jaxon Smith-Njigba,WR,2023,20,2,1,1,361.9,2.0,14.994117647058824,14.994117647058824,3,3,51,51,True,False,full_coverage
Quentin Johnston,WR,2023,21,2,0,0,174.70000000000002,32.0,9.82,9.82,3,3,45,45,True,False,full_coverage
Zay Flowers,WR,2023,22,2,1,1,249.3,7.0,13.304,13.304,3,3,50,50,True,False,full_coverage
Jordan Addison,WR,2023,23,2,1,0,221.3,21.0,12.367391304347825,12.367391304347825,3,3,46,46,True,False,full_coverage
Jonathan Mingo,WR,2023,39,2,0,0,84.8,81.0,3.5441176470588234,3.5441176470588234,3,3,34,34,True,False,full_coverage
Jayden Reed,WR,2023,50,2,0,0,217.2,25.0,12.176315789473684,12.176315789473684,3,3,38,38,True,False,full_coverage
Zach Charbonnet,RB,2023,52,2,0,0,183.7,25.0,9.575510204081631,9.575510204081631,3,3,49,49,True,False,full_coverage
Rashee Rice,WR,2023,55,2,0,0,212.5,27.0,15.75925925925926,15.75925925925926,3,3,27,27,True,False,full_coverage
Marvin Mims,WR,2023,63,2,0,0,129.5,57.0,8.09375,8.09375,1,1,16,16,False,False,partial_first_3yr (1/3 seasons)
Tank Dell,WR,2023,69,2,0,0,165.0,39.0,12.708333333333334,12.708333333333334,2,2,24,24,False,False,partial_first_3yr (2/3 seasons)
Kendre Miller,RB,2023,71,2,0,0,43.3,70.0,5.284999999999999,5.284999999999999,3,3,20,20,True,False,full_coverage
Jalin Hyatt,WR,2023,73,2,0,0,60.3,100.0,2.9642857142857144,2.9642857142857144,3,3,28,28,True,False,full_coverage
Cedric Tillman,WR,2023,74,2,0,0,80.4,91.0,5.768750000000001,5.768750000000001,3,3,32,32,True,False,full_coverage
Josh Downs,WR,2023,79,2,0,0,182.2,37.0,10.148936170212766,10.148936170212766,3,3,47,47,True,False,full_coverage
Tyjae Spears,RB,2023,81,2,0,0,153.8,34.0,9.026190476190475,9.026190476190475,3,3,42,42,True,False,full_coverage
De'Von Achane,RB,2023,84,2,1,1,322.1,5.0,18.99259259259259,18.99259259259259,2,2,27,27,False,False,partial_first_3yr (2/3 seasons)
Tank Bigsby,RB,2023,88,2,0,0,129.0,36.0,5.323076923076924,5.323076923076924,3,3,39,39,True,False,full_coverage
Michael Wilson,WR,2023,94,2,1,1,220.6,10.0,9.991304347826087,9.991304347826087,3,3,46,46,True,False,full_coverage
Tre Tucker,WR,2023,100,2,0,0,161.7,38.0,7.719148936170213,7.719148936170213,3,3,47,47,True,False,full_coverage
Roschon Johnson,RB,2023,115,2,0,0,102.1,47.0,6.248275862068965,6.248275862068965,3,3,29,29,True,False,full_coverage
Derius Davis,WR,2023,125,2,0,0,40.1,119.0,2.7100000000000004,2.7100000000000004,3,3,30,30,True,False,full_coverage
Charlie Jones,WR,2023,131,2,0,0,20.7,159.0,3.525,3.525,3,3,8,8,True,False,full_coverage
Tyler Scott,WR,2023,133,2,0,0,35.9,131.0,2.6714285714285713,2.6714285714285713,2,2,14,14,False,False,partial_first_3yr (2/3 seasons)
Israel Abanikanda,RB,2023,143,2,0,0,18.3,93.0,3.0500000000000003,3.0500000000000003,1,1,6,6,False,False,partial_first_3yr (1/3 seasons)
Justin Shorter,WR,2023,150,2,0,0,0.0,999.0,,,0,0,0,0,False,False,no_nfl_stats_found
Dontayvion Wicks,WR,2023,159,2,0,0,119.76,58.0,6.801333333333333,6.801333333333333,3,3,45,45,True,False,full_coverage
Chase Brown,RB,2023,163,2,1,1,278.3,8.0,13.646511627906976,13.646511627906976,3,3,43,43,True,False,full_coverage
Eric Gray,RB,2023,172,2,0,0,19.3,97.0,2.1533333333333333,2.1533333333333333,2,2,15,15,False,False,partial_first_3yr (2/3 seasons)
Evan Hull,RB,2023,176,2,0,0,6.4,117.0,1.157142857142857,1.157142857142857,2,2,7,7,False,False,partial_first_3yr (2/3 seasons)
Puka Nacua,WR,2023,177,2,1,1,377.0,1.0,20.047727272727272,20.047727272727272,3,3,44,44,True,False,full_coverage
Marvin Harrison Jr.,WR,2024,4,1,0,0,196.5,30.0,10.483333333333334,10.483333333333334,1,1,12,12,False,True,limited_nfl_time (2 season(s) played)
Malik Nabers,WR,2024,6,1,1,1,273.6,6.0,17.40526315789474,17.40526315789474,2,2,19,19,False,True,limited_nfl_time (2 season(s) played)
Rome Odunze,WR,2024,9,1,0,0,146.1,41.0,10.03448275862069,10.03448275862069,2,2,29,29,False,True,limited_nfl_time (2 season(s) played)
Brian Thomas,WR,2024,23,1,1,1,284.0,4.0,16.705882352941178,16.705882352941178,1,1,17,17,False,True,limited_nfl_time (2 season(s) played)
Xavier Worthy,WR,2024,28,1,0,0,187.2,33.0,9.903333333333334,9.903333333333334,2,2,30,30,False,True,limited_nfl_time (2 season(s) played)
Ricky Pearsall,WR,2024,31,1,0,0,93.5,73.0,9.584210526315792,9.584210526315792,2,2,19,19,False,True,limited_nfl_time (2 season(s) played)
Xavier Legette,WR,2024,32,1,0,0,125.1,60.0,7.146666666666667,7.146666666666667,2,2,30,30,False,True,limited_nfl_time (2 season(s) played)
Keon Coleman,WR,2024,33,1,0,0,111.5,60.0,8.556000000000001,8.556000000000001,2,2,25,25,False,True,limited_nfl_time (2 season(s) played)
Ladd McConkey,WR,2024,34,1,1,1,240.9,12.0,13.18125,13.18125,2,2,32,32,False,True,limited_nfl_time (2 season(s) played)
Ja'Lynn Polk,WR,2024,37,1,0,0,32.7,128.0,2.515384615384615,2.515384615384615,1,1,13,13,False,True,limited_nfl_time (2 season(s) played)
Jonathon Brooks,RB,2024,46,1,0,0,7.5,108.0,2.5,2.5,1,1,3,3,False,True,limited_nfl_time (2 season(s) played)
Adonai Mitchell,WR,2024,52,1,0,0,89.9,69.0,4.3533333333333335,4.3533333333333335,2,2,33,33,False,True,limited_nfl_time (2 season(s) played)
Malachi Corley,WR,2024,65,1,0,0,31.6,131.0,2.282352941176471,2.282352941176471,2,2,17,17,False,True,limited_nfl_time (2 season(s) played)
Trey Benson,RB,2024,66,1,0,0,47.0,69.0,5.15,5.15,2,2,16,16,False,True,limited_nfl_time (2 season(s) played)
Jermaine Burton,WR,2024,80,1,0,0,14.7,155.0,3.675,3.675,1,1,4,4,False,True,limited_nfl_time (2 season(s) played)
Blake Corum,RB,2024,83,1,0,0,122.2,40.0,5.02258064516129,5.02258064516129,2,2,31,31,False,True,limited_nfl_time (2 season(s) played)
Roman Wilson,WR,2024,84,1,0,0,40.6,120.0,4.511111111111111,4.511111111111111,1,1,9,9,False,True,limited_nfl_time (2 season(s) played)
MarShawn Lloyd,RB,2024,88,1,0,0,2.8,122.0,2.8,2.8,1,1,1,1,False,True,limited_nfl_time (2 season(s) played)
Jalen McMillan,WR,2024,92,1,0,0,135.4,55.0,9.723529411764707,9.723529411764707,2,2,17,17,False,True,limited_nfl_time (2 season(s) played)
Luke McCaffrey,WR,2024,100,1,0,0,49.3,110.0,4.4263157894736835,4.4263157894736835,2,2,19,19,False,True,limited_nfl_time (2 season(s) played)
Troy Franklin,WR,2024,102,1,0,0,173.1,33.0,7.278787878787878,7.278787878787878,2,2,33,33,False,True,limited_nfl_time (2 season(s) played)
Javon Baker,WR,2024,110,1,0,0,2.2,204.0,0.55,0.55,1,1,4,4,False,True,limited_nfl_time (2 season(s) played)
Devontez Walker,WR,2024,113,1,0,0,37.6,124.0,6.671428571428572,6.671428571428572,2,2,7,7,False,True,limited_nfl_time (2 season(s) played)
Jaylen Wright,RB,2024,120,1,0,0,50.2,70.0,3.4954545454545456,3.4954545454545456,2,2,22,22,False,True,limited_nfl_time (2 season(s) played)
Bucky Irving,RB,2024,125,1,1,0,244.4,13.0,14.255555555555555,14.255555555555555,2,2,27,27,False,True,limited_nfl_time (2 season(s) played)
Will Shipley,RB,2024,127,1,0,0,19.5,93.0,2.2,2.2,2,2,16,16,False,True,limited_nfl_time (2 season(s) played)
Ray Davis,RB,2024,128,1,0,0,116.1,40.0,6.006896551724138,6.006896551724138,2,2,29,29,False,True,limited_nfl_time (2 season(s) played)
Isaac Guerendo,RB,2024,129,1,0,0,96.2,47.0,7.4,7.4,1,1,13,13,False,True,limited_nfl_time (2 season(s) played)
Braelon Allen,RB,2024,134,1,0,0,85.2,51.0,4.880952380952381,4.880952380952381,2,2,21,21,False,True,limited_nfl_time (2 season(s) played)
Jacob Cowing,WR,2024,135,1,0,0,12.7,166.0,4.233333333333333,4.233333333333333,1,1,3,3,False,True,limited_nfl_time (2 season(s) played)
Anthony Gould,WR,2024,142,1,0,0,3.3,197.0,1.9666666666666668,1.9666666666666668,2,2,3,3,False,True,limited_nfl_time (2 season(s) played)
Audric Estime,RB,2024,147,1,0,0,48.7,67.0,3.746153846153846,3.746153846153846,1,1,13,13,False,True,limited_nfl_time (2 season(s) played)
Ainias Smith,WR,2024,152,1,0,0,17.7,147.0,5.8999999999999995,5.8999999999999995,1,1,3,3,False,True,limited_nfl_time (2 season(s) played)
Jamari Thrash,WR,2024,156,1,0,0,20.7,152.0,1.8499999999999999,1.8499999999999999,2,2,14,14,False,True,limited_nfl_time (2 season(s) played)
Rasheen Ali,RB,2024,165,1,0,0,24.2,89.0,2.275,2.275,2,2,12,12,False,True,limited_nfl_time (2 season(s) played)
Tyrone Tracy Jr.,RB,2024,166,1,0,0,182.3,26.0,10.853333333333333,10.853333333333333,1,1,15,15,False,True,limited_nfl_time (2 season(s) played)
Keilan Robinson,RB,2024,167,1,0,0,0.0,999.0,,,0,0,0,0,False,True,limited_nfl_time (2 season(s) played)
Bub Means,WR,2024,170,1,0,0,26.8,136.0,6.7,6.7,1,1,4,4,False,True,limited_nfl_time (2 season(s) played)
Isaiah Davis,RB,2024,173,1,0,0,69.2,59.0,4.795833333333333,4.795833333333333,2,2,24,24,False,True,limited_nfl_time (2 season(s) played)
Travis Hunter,WR,2025,2,0,0,0,63.8,95.0,9.114285714285716,9.114285714285716,1,1,7,7,False,True,limited_nfl_time (1 season(s) played)
Ashton Jeanty,RB,2025,6,0,1,1,247.1,11.0,14.535294117647059,14.535294117647059,1,1,17,17,False,True,limited_nfl_time (1 season(s) played)
Tetairoa McMillan,WR,2025,8,0,1,0,213.3,15.0,12.547058823529412,12.547058823529412,1,1,17,17,False,True,limited_nfl_time (1 season(s) played)
Emeka Egbuka,WR,2025,19,0,1,0,193.7,24.0,11.394117647058822,11.394117647058822,1,1,17,17,False,True,limited_nfl_time (1 season(s) played)
Omarion Hampton,RB,2025,22,0,0,0,135.7,35.0,15.077777777777776,15.077777777777776,1,1,9,9,False,True,limited_nfl_time (1 season(s) played)
Matthew Golden,WR,2025,23,0,0,0,70.0,88.0,5.0,5.0,1,1,14,14,False,True,limited_nfl_time (1 season(s) played)
Jayden Higgins,WR,2025,34,0,0,0,129.5,47.0,7.617647058823529,7.617647058823529,1,1,17,17,False,True,limited_nfl_time (1 season(s) played)
Quinshon Judkins,RB,2025,36,0,0,0,167.8,26.0,11.985714285714286,11.985714285714286,1,1,14,14,False,True,limited_nfl_time (1 season(s) played)
TreVeyon Henderson,RB,2025,38,0,1,0,208.2,20.0,12.247058823529413,12.247058823529413,1,1,17,17,False,True,limited_nfl_time (1 season(s) played)
Luther Burden,WR,2025,39,0,0,0,127.9,48.0,8.526666666666667,8.526666666666667,1,1,15,15,False,True,limited_nfl_time (1 season(s) played)
Tre Harris,WR,2025,55,0,0,0,69.4,90.0,4.3375,4.3375,1,1,16,16,False,True,limited_nfl_time (1 season(s) played)
Jack Bech,WR,2025,58,0,0,0,42.4,119.0,3.533333333333333,3.533333333333333,1,1,12,12,False,True,limited_nfl_time (1 season(s) played)
RJ Harvey,RB,2025,60,0,1,0,208.6,19.0,12.270588235294118,12.270588235294118,1,1,17,17,False,True,limited_nfl_time (1 season(s) played)
Kyle Williams,WR,2025,69,0,0,0,49.2,111.0,3.784615384615385,3.784615384615385,1,1,13,13,False,True,limited_nfl_time (1 season(s) played)
Isaac TeSlaa,WR,2025,70,0,0,0,75.9,82.0,5.421428571428572,5.421428571428572,1,1,14,14,False,True,limited_nfl_time (1 season(s) played)
Pat Bryant,WR,2025,74,0,0,0,74.8,85.0,6.233333333333333,6.233333333333333,1,1,12,12,False,True,limited_nfl_time (1 season(s) played)
Jaylin Noel,WR,2025,79,0,0,0,68.4,91.0,4.885714285714286,4.885714285714286,1,1,14,14,False,True,limited_nfl_time (1 season(s) played)
Kaleb Johnson,RB,2025,83,0,0,0,8.8,113.0,0.8800000000000001,0.8800000000000001,1,1,10,10,False,True,limited_nfl_time (1 season(s) played)
Savion Williams,WR,2025,87,0,0,0,27.5,142.0,2.5,2.5,1,1,11,11,False,True,limited_nfl_time (1 season(s) played)
Tai Felton,WR,2025,102,0,0,0,5.5,193.0,1.8333333333333333,1.8333333333333333,1,1,3,3,False,True,limited_nfl_time (1 season(s) played)
Chimere Dike,WR,2025,103,0,0,0,116.1,54.0,6.829411764705883,6.829411764705883,1,1,17,17,False,True,limited_nfl_time (1 season(s) played)
Bhayshul Tuten,RB,2025,104,0,0,0,90.6,53.0,6.04,6.04,1,1,15,15,False,True,limited_nfl_time (1 season(s) played)
Cam Skattebo,RB,2025,105,0,0,0,127.7,37.0,15.9625,15.9625,1,1,8,8,False,True,limited_nfl_time (1 season(s) played)
Dont'e Thornton,WR,2025,108,0,0,0,23.5,147.0,2.1363636363636362,2.1363636363636362,1,1,11,11,False,True,limited_nfl_time (1 season(s) played)
Arian Smith,WR,2025,110,0,0,0,13.5,172.0,1.125,1.125,1,1,12,12,False,True,limited_nfl_time (1 season(s) played)
Trevor Etienne,RB,2025,114,0,0,0,13.7,102.0,1.7125000000000001,1.7125000000000001,1,1,8,8,False,True,limited_nfl_time (1 season(s) played)
Woody Marks,RB,2025,116,0,0,0,145.1,30.0,9.06875,9.06875,1,1,16,16,False,True,limited_nfl_time (1 season(s) played)
Jarquez Hunter,RB,2025,117,0,0,0,0.0,999.0,,,0,0,0,0,False,True,limited_nfl_time (1 season(s) played)
Dylan Sampson,RB,2025,126,0,0,0,89.60000000000001,54.0,5.973333333333334,5.973333333333334,1,1,15,15,False,True,limited_nfl_time (1 season(s) played)
Jaylin Lane,WR,2025,128,0,0,0,39.2,121.0,3.0153846153846158,3.0153846153846158,1,1,13,13,False,True,limited_nfl_time (1 season(s) played)
Jalen Royals,WR,2025,133,0,0,0,2.4,214.0,2.4,2.4,1,1,1,1,False,True,limited_nfl_time (1 season(s) played)
Elic Ayomanor,WR,2025,136,0,0,0,116.5,53.0,7.28125,7.28125,1,1,16,16,False,True,limited_nfl_time (1 season(s) played)
Jordan Watkins,WR,2025,138,0,0,0,4.6000000000000005,195.0,2.3000000000000003,2.3000000000000003,1,1,2,2,False,True,limited_nfl_time (1 season(s) played)
Jordan James,RB,2025,147,0,0,0,0.0,999.0,,,0,0,0,0,False,True,limited_nfl_time (1 season(s) played)
Jaydon Blue,RB,2025,149,0,0,0,20.4,91.0,4.08,4.08,1,1,5,5,False,True,limited_nfl_time (1 season(s) played)
DJ Giddens,RB,2025,151,0,0,0,9.6,110.0,1.9200000000000004,1.9200000000000004,1,1,5,5,False,True,limited_nfl_time (1 season(s) played)
KeAndre Lambert-Smith,WR,2025,158,0,0,0,16.1,161.0,2.3000000000000003,2.3000000000000003,1,1,7,7,False,True,limited_nfl_time (1 season(s) played)
Tory Horton,WR,2025,166,0,0,0,59.1,98.0,8.442857142857143,8.442857142857143,1,1,7,7,False,True,limited_nfl_time (1 season(s) played)
